component,estimate,p.value,method,alternative,date
Axis.34,-0.0836125899850229,0.497839798503391,Spearman's rank correlation rho,two.sided,t6
Axis.53,-0.0811303710542046,0.510730803116302,Spearman's rank correlation rho,two.sided,t6
Axis.37,0.0810730890788781,0.511030286615763,Spearman's rank correlation rho,two.sided,t6
Axis.29,0.0801374834818773,0.515934508659731,Spearman's rank correlation rho,two.sided,t6
Axis.60,0.0689865922849709,0.576163244032902,Spearman's rank correlation rho,two.sided,t6
Axis.24,0.0644613162341715,0.601496104512603,Spearman's rank correlation rho,two.sided,t6
Axis.8,0.0588476826521673,0.633584980835056,Spearman's rank correlation rho,two.sided,t6
Axis.43,-0.0533868010043672,0.665461279489217,Spearman's rank correlation rho,two.sided,t6
Axis.41,0.0522984434731623,0.671887813891478,Spearman's rank correlation rho,two.sided,t6
Axis.57,0.0514583078350392,0.676864752554066,Spearman's rank correlation rho,two.sided,t6
Axis.49,-0.0494534386986091,0.688797048997621,Spearman's rank correlation rho,two.sided,t6
Axis.62,0.0419494999308279,0.734112113378415,Spearman's rank correlation rho,two.sided,t6
Axis.11,-0.0403456046216838,0.743922597105127,Spearman's rank correlation rho,two.sided,t6
Axis.28,-0.0398682548272957,0.746850324389574,Spearman's rank correlation rho,two.sided,t6
Axis.26,0.0364504302994767,0.767914923474548,Spearman's rank correlation rho,two.sided,t6
Axis.48,0.0364504302994767,0.767914923474548,Spearman's rank correlation rho,two.sided,t6
Axis.19,0.0344264671712711,0.780469461549922,Spearman's rank correlation rho,two.sided,t6
Axis.30,0.031256864536534,0.800242048124457,Spearman's rank correlation rho,two.sided,t6
Axis.52,-0.0242875575384675,0.844143600359531,Spearman's rank correlation rho,two.sided,t6
Axis.38,0.0210224849448527,0.864883814499071,Spearman's rank correlation rho,two.sided,t6
Axis.61,-0.0165163028858289,0.893654881825228,Spearman's rank correlation rho,two.sided,t6
Axis.7,0.0161153290585429,0.896222218424901,Spearman's rank correlation rho,two.sided,t6
Axis.22,-0.0147405616507051,0.90503241966621,Spearman's rank correlation rho,two.sided,t6
Axis.31,0.00488806189453433,0.968443192551419,Spearman's rank correlation rho,two.sided,t6
Axis.18,-0.00255859489792032,0.98347892732738,Spearman's rank correlation rho,two.sided,t6
Axis.14,0.000496443786163643,0.99679420332033,Spearman's rank correlation rho,two.sided,t6
Axis.5,0.000343691851959445,0.997780599260608,Spearman's rank correlation rho,two.sided,t6
Axis.51,0.351852216192758,0.00302940276498113,Spearman's rank correlation rho,two.sided,t8
Axis.44,-0.349439891228469,0.00325025545508395,Spearman's rank correlation rho,two.sided,t8
Axis.41,-0.291032386790093,0.015262094262761,Spearman's rank correlation rho,two.sided,t8
Axis.50,-0.264094758022207,0.028325475106354,Spearman's rank correlation rho,two.sided,t8
Axis.20,-0.256784682372848,0.0331798061372457,Spearman's rank correlation rho,two.sided,t8
Axis.5,-0.236718524715358,0.050190145795843,Spearman's rank correlation rho,two.sided,t8
Axis.10,0.215829983547316,0.0748923886730034,Spearman's rank correlation rho,two.sided,t8
Axis.21,0.18545661922423,0.127098723341409,Spearman's rank correlation rho,two.sided,t8
Axis.62,-0.170891293492883,0.160334387714379,Spearman's rank correlation rho,two.sided,t8
Axis.56,0.166889027074859,0.170502108615319,Spearman's rank correlation rho,two.sided,t8
Axis.2,0.15764178137842,0.195784859324978,Spearman's rank correlation rho,two.sided,t8
Axis.28,0.156691471544004,0.198527668953493,Spearman's rank correlation rho,two.sided,t8
Axis.8,-0.153931917986371,0.206647736061636,Spearman's rank correlation rho,two.sided,t8
Axis.42,0.148431086060228,0.223531076342083,Spearman's rank correlation rho,two.sided,t8
Axis.11,0.1410661848435,0.247612031831016,Spearman's rank correlation rho,two.sided,t8
Axis.33,0.131892039903554,0.280012946238311,Spearman's rank correlation rho,two.sided,t8
Axis.38,-0.130557951097546,0.284948911102475,Spearman's rank correlation rho,two.sided,t8
Axis.59,0.12589777787108,0.302639982159485,Spearman's rank correlation rho,two.sided,t8
Axis.58,0.124051983769617,0.30984025594119,Spearman's rank correlation rho,two.sided,t8
Axis.60,-0.12110967832075,0.321544636440704,Spearman's rank correlation rho,two.sided,t8
Axis.9,0.120396945944938,0.324421760290296,Spearman's rank correlation rho,two.sided,t8
Axis.31,-0.118404950330488,0.332549526567916,Spearman's rank correlation rho,two.sided,t8
Axis.16,0.114475784668957,0.348954490969825,Spearman's rank correlation rho,two.sided,t8
Axis.13,-0.10674537966976,0.38266699386139,Spearman's rank correlation rho,two.sided,t8
Axis.29,0.105868170591837,0.386611940239359,Spearman's rank correlation rho,two.sided,t8
Axis.15,-0.1028710395756,0.40027241279454,Spearman's rank correlation rho,two.sided,t8
Axis.55,0.088762593572338,0.468279690240849,Spearman's rank correlation rho,two.sided,t8
Axis.7,-0.0868436987143814,0.477988580471306,Spearman's rank correlation rho,two.sided,t8
Axis.45,0.0820738743531748,0.502580960368205,Spearman's rank correlation rho,two.sided,t8
Axis.18,-0.0756592829708626,0.53665554809285,Spearman's rank correlation rho,two.sided,t8
Axis.23,-0.0729545549805998,0.551355813637445,Spearman's rank correlation rho,two.sided,t8
Axis.52,-0.0719859699570598,0.556666734410459,Spearman's rank correlation rho,two.sided,t8
Axis.47,0.0683126569432571,0.577026639988976,Spearman's rank correlation rho,two.sided,t8
Axis.34,0.0669420177590023,0.584710476987117,Spearman's rank correlation rho,two.sided,t8
Axis.22,-0.0653338011161434,0.593784996839712,Spearman's rank correlation rho,two.sided,t8
Axis.43,0.0639448867427652,0.601672383608233,Spearman's rank correlation rho,two.sided,t8
Axis.3,0.0583526788710058,0.633885770517174,Spearman's rank correlation rho,two.sided,t8
Axis.39,-0.0553372726656454,0.651546609161967,Spearman's rank correlation rho,two.sided,t8
Axis.6,-0.0552641719091518,0.651977183353734,Spearman's rank correlation rho,two.sided,t8
Axis.24,0.0548803929375605,0.654239555937911,Spearman's rank correlation rho,two.sided,t8
Axis.32,0.0514081070041151,0.674847775683147,Spearman's rank correlation rho,two.sided,t8
Axis.25,0.0447742133523221,0.714879085909808,Spearman's rank correlation rho,two.sided,t8
Axis.35,0.0439701050308926,0.719786508984847,Spearman's rank correlation rho,two.sided,t8
Axis.40,0.0414298537427404,0.735362961387086,Spearman's rank correlation rho,two.sided,t8
Axis.37,-0.0351066383060452,0.774588317972798,Spearman's rank correlation rho,two.sided,t8
Axis.17,0.0334070457175693,0.785232813499591,Spearman's rank correlation rho,two.sided,t8
Axis.46,0.0329136156112376,0.788330613467166,Spearman's rank correlation rho,two.sided,t8
Axis.4,-0.0318353794529572,0.795111215892737,Spearman's rank correlation rho,two.sided,t8
Axis.1,0.0317622786964636,0.795571471935024,Spearman's rank correlation rho,two.sided,t8
Axis.12,0.0283448183303884,0.817163492131922,Spearman's rank correlation rho,two.sided,t8
Axis.49,0.0277782874675631,0.820756526144267,Spearman's rank correlation rho,two.sided,t8
Axis.14,0.0260604196899638,0.831673734175304,Spearman's rank correlation rho,two.sided,t8
Axis.61,0.0253842376923981,0.835979776356097,Spearman's rank correlation rho,two.sided,t8
Axis.53,-0.0252928617467811,0.836562045581629,Spearman's rank correlation rho,two.sided,t8
Axis.19,0.0244704782362283,0.841806371194296,Spearman's rank correlation rho,two.sided,t8
Axis.26,-0.0207057892768085,0.865898021562235,Spearman's rank correlation rho,two.sided,t8
Axis.30,-0.0199565065227493,0.870708259640078,Spearman's rank correlation rho,two.sided,t8
Axis.27,-0.019115847823073,0.876110674044938,Spearman's rank correlation rho,two.sided,t8
Axis.48,0.0129936594667351,0.915609278999015,Spearman's rank correlation rho,two.sided,t8
Axis.54,0.0124454037930332,0.919157871042039,Spearman's rank correlation rho,two.sided,t8
Axis.57,-0.00535463041315525,0.965170147187188,Spearman's rank correlation rho,two.sided,t8
Axis.36,-0.0028326543141265,0.981570529859422,Spearman's rank correlation rho,two.sided,t8
Axis.13,-0.346429390746252,0.00829469113125538,Spearman's rank correlation rho,two.sided,t10
Axis.15,-0.326331494024752,0.0132344243477249,Spearman's rank correlation rho,two.sided,t10
Axis.18,0.268955240481113,0.0430705543632182,Spearman's rank correlation rho,two.sided,t10
Axis.33,0.235145391641556,0.078279292884031,Spearman's rank correlation rho,two.sided,t10
Axis.46,0.219650561588528,0.100651521136839,Spearman's rank correlation rho,two.sided,t10
Axis.57,-0.208791214166427,0.119079388801681,Spearman's rank correlation rho,two.sided,t10
Axis.23,0.20149762261427,0.13283022087357,Spearman's rank correlation rho,two.sided,t10
Axis.3,0.197056635758067,0.141769367865311,Spearman's rank correlation rho,two.sided,t10
Axis.50,0.193037056413767,0.150240981674631,Spearman's rank correlation rho,two.sided,t10
Axis.49,-0.185775880824064,0.166486641265385,Spearman's rank correlation rho,two.sided,t10
Axis.54,-0.175629684575951,0.191286492736887,Spearman's rank correlation rho,two.sided,t10
Axis.11,0.17015138692122,0.205726005507466,Spearman's rank correlation rho,two.sided,t10
Axis.16,-0.169049244197783,0.208721642492267,Spearman's rank correlation rho,two.sided,t10
Axis.48,-0.167590525887351,0.212733534145074,Spearman's rank correlation rho,two.sided,t10
Axis.26,0.164154433867224,0.222396938844554,Spearman's rank correlation rho,two.sided,t10
Axis.10,-0.160005190673108,0.234468012271902,Spearman's rank correlation rho,two.sided,t10
Axis.30,-0.145580087381063,0.279908744694891,Spearman's rank correlation rho,two.sided,t10
Axis.24,0.134720739958962,0.317722214098288,Spearman's rank correlation rho,two.sided,t10
Axis.51,0.134461412259329,0.318663249078213,Spearman's rank correlation rho,two.sided,t10
Axis.19,-0.119452821643112,0.376133067098507,Spearman's rank correlation rho,two.sided,t10
Axis.6,-0.113261372814392,0.401545528736823,Spearman's rank correlation rho,two.sided,t10
Axis.8,0.104800806613889,0.437843822125693,Spearman's rank correlation rho,two.sided,t10
Axis.25,0.103244840416096,0.444713462955289,Spearman's rank correlation rho,two.sided,t10
Axis.21,0.103180008491187,0.44500098929044,Spearman's rank correlation rho,two.sided,t10
Axis.27,-0.0984796939353526,0.466119303821759,Spearman's rank correlation rho,two.sided,t10
Axis.9,0.0917371737449137,0.497334659547239,Spearman's rank correlation rho,two.sided,t10
Axis.59,-0.0867775314894467,0.520968122871799,Spearman's rank correlation rho,two.sided,t10
Axis.4,-0.0866802836020846,0.521437079078566,Spearman's rank correlation rho,two.sided,t10
Axis.34,-0.0858698845407338,0.525353244803049,Spearman's rank correlation rho,two.sided,t10
Axis.7,-0.0847677418172966,0.530702608362935,Spearman's rank correlation rho,two.sided,t10
Axis.35,0.0847029098923886,0.531018111873773,Spearman's rank correlation rho,two.sided,t10
Axis.38,-0.0835683512064974,0.536554357304402,Spearman's rank correlation rho,two.sided,t10
Axis.52,0.0815261455718933,0.546590211733333,Spearman's rank correlation rho,two.sided,t10
Axis.36,-0.0789328685755707,0.559463011045647,Spearman's rank correlation rho,two.sided,t10
Axis.37,0.076372007541702,0.572313571494811,Spearman's rank correlation rho,two.sided,t10
Axis.41,-0.0748808732688165,0.579858424066761,Spearman's rank correlation rho,two.sided,t10
Axis.20,-0.0741353061323738,0.583647778331321,Spearman's rank correlation rho,two.sided,t10
Axis.28,-0.0741353061323738,0.583647778331321,Spearman's rank correlation rho,two.sided,t10
Axis.47,-0.0726765878219423,0.591093988622543,Spearman's rank correlation rho,two.sided,t10
Axis.45,-0.0725793399345802,0.591591909185759,Spearman's rank correlation rho,two.sided,t10
Axis.14,-0.0668092986177623,0.621463914333368,Spearman's rank correlation rho,two.sided,t10
Axis.2,0.0664851389932219,0.623160875950062,Spearman's rank correlation rho,two.sided,t10
Axis.17,-0.0655126601196009,0.628263419736766,Spearman's rank correlation rho,two.sided,t10
Axis.32,0.0575059173934548,0.670914365046458,Spearman's rank correlation rho,two.sided,t10
Axis.29,0.0561768629328394,0.67809965522277,Spearman's rank correlation rho,two.sided,t10
Axis.12,0.0474893849951585,0.7257445706282,Spearman's rank correlation rho,two.sided,t10
Axis.56,-0.0442802047122092,0.74362081926041,Spearman's rank correlation rho,two.sided,t10
Axis.31,-0.0425297427396915,0.753429137015105,Spearman's rank correlation rho,two.sided,t10
Axis.58,-0.0413951840538003,0.759807220032443,Spearman's rank correlation rho,two.sided,t10
Axis.42,0.0379590920336728,0.779219185236291,Spearman's rank correlation rho,two.sided,t10
Axis.55,-0.0353658150373501,0.793959628521699,Spearman's rank correlation rho,two.sided,t10
Axis.43,0.0282991352223709,0.834477772646075,Spearman's rank correlation rho,two.sided,t10
Axis.1,0.0255761943762321,0.850211243829049,Spearman's rank correlation rho,two.sided,t10
Axis.53,0.0251547868643297,0.852651538751803,Spearman's rank correlation rho,two.sided,t10
Axis.40,0.0236960685538982,0.861109168810357,Spearman's rank correlation rho,two.sided,t10
Axis.60,-0.0200978967215005,0.882035721437114,Spearman's rank correlation rho,two.sided,t10
Axis.5,-0.0198061530594142,0.883736181453019,Spearman's rank correlation rho,two.sided,t10
Axis.44,-0.0179908591619884,0.894328234539321,Spearman's rank correlation rho,two.sided,t10
Axis.22,-0.0164024770017408,0.90361140055141,Spearman's rank correlation rho,two.sided,t10
Axis.39,0.00846056620050265,0.950195069765493,Spearman's rank correlation rho,two.sided,t10
